Time,Voltage Magnitude,Voltage Angle,Current Magnitude,Current Angle,Frequency,ROCOF
123.77,8.0589,-11.628,0.6655,-78.88,60.011,-0.0006
123.8,8.059,-11.628,0.6655,-78.881,60.011,-0.0004
123.83,8.0595,-11.628,0.6655,-78.882,60.011,-0.0006
123.87,8.0603,-11.628,0.6656,-78.883,60.011,-0.0005
123.9,8.0612,-11.629,0.6657,-78.885,60.011,-0.0008
123.93,8.0622,-11.628,0.6657,-78.887,60.011,-0.0014
123.97,8.0631,-11.628,0.6658,-78.889,60.011,-0.0016
124,8.0638,-11.628,0.6658,-78.89,60.011,-0.002
124.03,8.0642,-11.627,0.6659,-78.891,60.011,-0.0026
124.07,8.0644,-11.627,0.6659,-78.891,60.011,-0.0026
124.1,8.0642,-11.627,0.6659,-78.891,60.01,-0.0027
124.13,8.0638,-11.626,0.6658,-78.89,60.01,-0.003
124.17,8.0632,-11.626,0.6658,-78.888,60.01,-0.0028
124.2,8.0625,-11.626,0.6657,-78.887,60.01,-0.0025
124.23,8.0617,-11.626,0.6657,-78.885,60.01,-0.0025
124.27,8.061,-11.626,0.6656,-78.884,60.01,-0.002
124.3,8.0604,-11.626,0.6656,-78.883,60.01,-0.0017
124.33,8.06,-11.626,0.6656,-78.882,60.01,-0.0017
124.37,8.0598,-11.626,0.6656,-78.882,60.01,-0.0014
124.4,8.0599,-11.626,0.6656,-78.882,60.01,-0.0012
124.43,8.0601,-11.627,0.6656,-78.882,60.01,-0.0015
124.47,8.0606,-11.627,0.6656,-78.883,60.01,-0.0014
124.5,8.0611,-11.627,0.6657,-78.884,60.01,-0.0015
124.53,8.0616,-11.627,0.6657,-78.885,60.01,-0.0019
124.57,8.0621,-11.626,0.6657,-78.886,60.01,-0.0019
124.6,8.0625,-11.626,0.6658,-78.887,60.01,-0.0022
124.63,8.0627,-11.626,0.6658,-78.887,60.009,-0.0026
124.67,8.0628,-11.626,0.6658,-78.887,60.009,-0.0025
124.7,8.0627,-11.625,0.6658,-78.887,60.009,-0.0026
124.73,8.0625,-11.625,0.6658,-78.886,60.009,-0.0028
124.77,8.0622,-11.625,0.6657,-78.886,60.009,-0.0026
124.8,8.0617,-11.625,0.6657,-78.885,60.009,-0.0025
124.83,8.0613,-11.625,0.6657,-78.884,60.009,-0.0026
124.87,8.0609,-11.625,0.6657,-78.883,60.009,-0.0023
124.9,8.0606,-11.625,0.6656,-78.882,60.009,-0.0021
124.93,8.0604,-11.625,0.6656,-78.882,60.009,-0.0022
124.97,8.0602,-11.625,0.6656,-78.882,60.009,-0.0019
125,8.0603,-11.625,0.6656,-78.882,60.008,-0.0018
125.03,8.0604,-11.625,0.6656,-78.882,60.008,-0.002
125.07,8.0606,-11.625,0.6657,-78.883,60.008,-0.0019
125.1,8.0609,-11.625,0.6657,-78.883,60.008,-0.002
125.13,8.0612,-11.625,0.6657,-78.884,60.008,-0.0023
125.17,8.0615,-11.625,0.6657,-78.884,60.008,-0.0022
125.2,8.0617,-11.625,0.6657,-78.885,60.008,-0.0023
125.23,8.0618,-11.625,0.6657,-78.885,60.008,-0.0027
125.27,8.0619,-11.625,0.6657,-78.885,60.008,-0.0025
125.3,8.0618,-11.624,0.6657,-78.885,60.008,-0.0026
125.33,8.0617,-11.624,0.6657,-78.884,60.008,-0.0029
125.37,8.0615,-11.624,0.6657,-78.884,60.008,-0.0026
125.4,8.0613,-11.624,0.6657,-78.883,60.008,-0.0025
125.43,8.061,-11.624,0.6657,-78.883,60.008,-0.0027
125.47,8.0608,-11.624,0.6657,-78.882,60.007,-0.0024
125.5,8.0606,-11.624,0.6657,-78.882,60.007,-0.0023
125.53,8.0605,-11.624,0.6656,-78.881,60.007,-0.0025
125.57,8.0604,-11.624,0.6656,-78.881,60.007,-0.0022
125.6,8.0604,-11.624,0.6656,-78.881,60.007,-0.0021
125.63,8.0605,-11.624,0.6657,-78.881,60.007,-0.0024
125.67,8.0606,-11.624,0.6657,-78.882,60.007,-0.0022
125.7,8.0607,-11.624,0.6657,-78.882,60.007,-0.0022
125.73,8.0609,-11.624,0.6657,-78.882,60.007,-0.0025
125.77,8.061,-11.624,0.6657,-78.883,60.007,-0.0024
125.8,8.0612,-11.624,0.6657,-78.883,60.007,-0.0025
125.83,8.0612,-11.624,0.6657,-78.883,60.007,-0.0027
125.87,8.0613,-11.624,0.6657,-78.883,60.006,-0.0025
125.9,8.0612,-11.624,0.6657,-78.883,60.006,-0.0026
125.93,8.0612,-11.624,0.6657,-78.883,60.006,-0.0028
125.97,8.0611,-11.624,0.6657,-78.882,60.006,-0.0026
126,8.0609,-11.623,0.6657,-78.882,60.006,-0.0025
126.03,8.0608,-11.623,0.6657,-78.882,60.006,-0.0028
126.07,8.0607,-11.623,0.6657,-78.881,60.006,-0.0025
126.1,8.0606,-11.623,0.6657,-78.881,60.006,-0.0024
126.13,8.0605,-11.623,0.6657,-78.881,60.006,-0.0026
126.17,8.0604,-11.623,0.6657,-78.881,60.006,-0.0024
126.2,8.0604,-11.623,0.6657,-78.881,60.006,-0.0023
126.23,8.0605,-11.623,0.6657,-78.881,60.005,-0.0026
126.27,8.0605,-11.623,0.6657,-78.881,60.005,-0.0024
126.3,8.0606,-11.623,0.6657,-78.881,60.005,-0.0024
126.33,8.0607,-11.623,0.6657,-78.881,60.005,-0.0027
126.37,8.0608,-11.623,0.6657,-78.881,60.005,-0.0025
126.4,8.0608,-11.623,0.6657,-78.881,60.005,-0.0025
126.43,8.0609,-11.623,0.6657,-78.881,60.005,-0.0028
126.47,8.0609,-11.623,0.6657,-78.882,60.005,-0.0026
126.5,8.0609,-11.623,0.6657,-78.881,60.005,-0.0026
126.53,8.0608,-11.623,0.6657,-78.881,60.005,-0.0028
126.57,8.0608,-11.623,0.6657,-78.881,60.005,-0.0026
126.6,8.0607,-11.623,0.6657,-78.881,60.005,-0.0026
126.63,8.0606,-11.623,0.6657,-78.881,60.005,-0.0028
126.67,8.0606,-11.623,0.6657,-78.881,60.004,-0.0025
126.7,8.0605,-11.623,0.6657,-78.88,60.004,-0.0025
126.73,8.0605,-11.623,0.6657,-78.88,60.004,-0.0027
126.77,8.0604,-11.623,0.6657,-78.88,60.004,-0.0025
126.8,8.0604,-11.623,0.6657,-78.88,60.004,-0.0024
126.83,8.0604,-11.623,0.6657,-78.88,60.004,-0.0027
126.87,8.0605,-11.623,0.6657,-78.88,60.004,-0.0025
126.9,8.0605,-11.623,0.6657,-78.88,60.004,-0.0025
126.93,8.0606,-11.623,0.6657,-78.88,60.004,-0.0027
126.97,8.0606,-11.623,0.6657,-78.88,60.004,-0.0025
127,8.0607,-11.623,0.6657,-78.88,60.004,-0.0025
127.03,8.0607,-11.623,0.6657,-78.881,60.003,-0.0027
127.07,8.0607,-11.623,0.6657,-78.88,60.003,-0.0025
127.1,8.0607,-11.622,0.6657,-78.88,60.003,-0.0025
127.13,8.0606,-11.623,0.6657,-78.88,60.003,-0.0028
127.17,8.0606,-11.623,0.6657,-78.88,60.003,-0.0026
127.2,8.0606,-11.622,0.6657,-78.88,60.003,-0.0025
127.23,8.0605,-11.623,0.6657,-78.88,60.003,-0.0027
127.27,8.0605,-11.622,0.6657,-78.88,60.003,-0.0025
127.3,8.0605,-11.622,0.6657,-78.88,60.003,-0.0025
127.33,8.0604,-11.622,0.6657,-78.88,60.003,-0.0027
127.37,8.0604,-11.622,0.6657,-78.88,60.003,-0.0025
127.4,8.0604,-11.622,0.6657,-78.88,60.002,-0.0024
127.43,8.0604,-11.622,0.6657,-78.88,60.002,-0.0027
127.47,8.0604,-11.622,0.6657,-78.88,60.002,-0.0024
127.5,8.0605,-11.622,0.6657,-78.88,60.002,-0.0024
127.53,8.0605,-11.622,0.6657,-78.88,60.002,-0.0027
127.57,8.0605,-11.622,0.6657,-78.88,60.002,-0.0025
127.6,8.0605,-11.622,0.6657,-78.88,60.002,-0.0024
127.63,8.0605,-11.622,0.6657,-78.88,60.002,-0.0027
127.67,8.0605,-11.622,0.6657,-78.88,60.002,-0.0025
127.7,8.0605,-11.622,0.6657,-78.88,60.002,-0.0025
127.73,8.0605,-11.622,0.6657,-78.88,60.002,-0.0027
127.77,8.0605,-11.622,0.6657,-78.88,60.002,-0.0025
127.8,8.0605,-11.622,0.6657,-78.88,60.002,-0.0024
127.83,8.0605,-11.622,0.6657,-78.879,60.001,-0.0027
127.87,8.0604,-11.622,0.6657,-78.879,60.001,-0.0024
127.9,8.0604,-11.622,0.6657,-78.879,60.001,-0.0024
127.93,8.0604,-11.622,0.6657,-78.879,60.001,-0.0026
127.97,8.0604,-11.622,0.6657,-78.879,60.001,-0.0023
128,8.0604,-11.622,0.6657,-78.879,60.001,-0.0023
128.03,8.0604,-11.622,0.6657,-78.879,60.001,-0.0026
128.07,8.0604,-11.622,0.6657,-78.879,60.001,-0.0023
128.1,8.0604,-11.622,0.6657,-78.879,60.001,-0.0023
128.13,8.0604,-11.622,0.6657,-78.879,60.001,-0.0025
128.17,8.0604,-11.622,0.6657,-78.879,60.001,-0.0023
128.2,8.0605,-11.622,0.6657,-78.879,60.001,-0.0023
128.23,8.0605,-11.622,0.6657,-78.879,60,-0.0025
128.27,8.0605,-11.622,0.6657,-78.879,60,-0.0023
128.3,8.0605,-11.622,0.6657,-78.879,60,-0.0023
128.33,8.0604,-11.622,0.6657,-78.879,60,-0.0025
128.37,8.0604,-11.622,0.6657,-78.879,60,-0.0023
128.4,8.0604,-11.622,0.6657,-78.879,60,-0.0022
128.43,8.0604,-11.622,0.6657,-78.879,60,-0.0025
128.47,8.0604,-11.622,0.6657,-78.879,60,-0.0022
128.5,8.0604,-11.622,0.6657,-78.879,60,-0.0022
128.53,8.0604,-11.622,0.6657,-78.879,60,-0.0024
128.57,8.0604,-11.622,0.6657,-78.879,60,-0.0022
128.6,8.0604,-11.622,0.6657,-78.879,60,-0.0022
128.63,8.0604,-11.622,0.6657,-78.879,59.999,-0.0024
128.67,8.0604,-11.622,0.6657,-78.879,59.999,-0.0021
128.7,8.0604,-11.622,0.6657,-78.879,59.999,-0.0021
128.73,8.0604,-11.621,0.6657,-78.879,59.999,-0.0023
128.77,8.0604,-11.621,0.6657,-78.879,59.999,-0.0021
128.8,8.0604,-11.621,0.6657,-78.879,59.999,-0.0021
128.83,8.0604,-11.621,0.6657,-78.879,59.999,-0.0023
128.87,8.0604,-11.622,0.6657,-78.879,59.999,-0.0022
128.9,8.0604,-11.622,0.6657,-78.879,59.999,-0.0021
128.93,8.0604,-11.622,0.6657,-78.879,59.999,-0.0023
128.97,8.0604,-11.621,0.6657,-78.879,59.999,-0.002
129,8.0604,-11.621,0.6657,-78.878,59.999,-0.002
129.03,8.0604,-11.621,0.6657,-78.878,59.999,-0.0023
129.07,8.0604,-11.621,0.6657,-78.878,59.999,-0.002
129.1,8.0604,-11.621,0.6657,-78.878,59.998,-0.002
129.13,8.0604,-11.621,0.6657,-78.878,59.998,-0.0022
129.17,8.0604,-11.621,0.6657,-78.878,59.998,-0.0019
129.2,8.0604,-11.621,0.6657,-78.878,59.998,-0.0019
129.23,8.0604,-11.621,0.6657,-78.878,59.998,-0.0021
129.27,8.0604,-11.621,0.6657,-78.878,59.998,-0.002
129.3,8.0604,-11.621,0.6657,-78.878,59.998,-0.0019
129.33,8.0604,-11.621,0.6657,-78.878,59.998,-0.0021
129.37,8.0604,-11.621,0.6657,-78.878,59.998,-0.0019
129.4,8.0604,-11.621,0.6657,-78.878,59.998,-0.0018
129.43,8.0604,-11.621,0.6657,-78.878,59.998,-0.0021
129.47,8.0604,-11.621,0.6657,-78.878,59.998,-0.0019
129.5,8.0604,-11.621,0.6657,-78.878,59.998,-0.0018
129.53,8.0604,-11.621,0.6657,-78.878,59.998,-0.0021
129.57,8.0604,-11.621,0.6657,-78.878,59.998,-0.0018
129.6,8.0604,-11.621,0.6657,-78.878,59.998,-0.0017
129.63,8.0604,-11.621,0.6657,-78.878,59.998,-0.002
129.67,8.0604,-11.621,0.6657,-78.878,59.997,-0.0017
129.7,8.0604,-11.621,0.6657,-78.878,59.997,-0.0017
129.73,8.0604,-11.621,0.6657,-78.878,59.997,-0.002
129.77,8.0604,-11.621,0.6657,-78.878,59.997,-0.0017
129.8,8.0604,-11.621,0.6657,-78.878,59.997,-0.0016
129.83,8.0604,-11.621,0.6657,-78.878,59.997,-0.0019
129.87,8.0604,-11.621,0.6657,-78.878,59.997,-0.0016
129.9,8.0604,-11.621,0.6657,-78.878,59.997,-0.0016
129.93,8.0604,-11.621,0.6657,-78.878,59.997,-0.0018
129.97,8.0604,-11.621,0.6657,-78.878,59.997,-0.0016
130,8.0604,-11.621,0.6657,-78.878,59.997,-0.0016
130.03,8.0604,-11.621,0.6657,-78.878,59.997,-0.0018
130.07,8.0604,-11.621,0.6657,-78.878,59.997,-0.0015
130.1,8.0604,-11.621,0.6657,-78.878,59.997,-0.0015
130.13,8.0604,-11.621,0.6657,-78.878,59.997,-0.0017
130.17,8.0604,-11.621,0.6657,-78.878,59.997,-0.0015
130.2,8.0604,-11.621,0.6657,-78.878,59.996,-0.0014
130.23,8.0604,-11.621,0.6657,-78.878,59.996,-0.0017
130.27,8.0604,-11.621,0.6657,-78.878,59.996,-0.0015
130.3,8.0604,-11.621,0.6657,-78.878,59.996,-0.0014
130.33,8.0604,-11.621,0.6657,-78.878,59.996,-0.0017
130.37,8.0604,-11.621,0.6657,-78.878,59.996,-0.0014
130.4,8.0604,-11.621,0.6657,-78.878,59.996,-0.0013
130.43,8.0604,-11.621,0.6657,-78.878,59.996,-0.0016
130.47,8.0604,-11.621,0.6657,-78.878,59.996,-0.0013
130.5,8.0604,-11.621,0.6657,-78.878,59.996,-0.0013
130.53,8.0604,-11.621,0.6657,-78.878,59.996,-0.0015
130.57,8.0604,-11.621,0.6657,-78.877,59.996,-0.0013
130.6,8.0604,-11.621,0.6657,-78.877,59.996,-0.0012
130.63,8.0604,-11.621,0.6657,-78.878,59.996,-0.0015
130.67,8.0604,-11.621,0.6657,-78.877,59.996,-0.0012
130.7,8.0604,-11.621,0.6657,-78.877,59.996,-0.0012
130.73,8.0604,-11.621,0.6657,-78.877,59.996,-0.0014
130.77,8.0604,-11.621,0.6657,-78.877,59.996,-0.0011
130.8,8.0604,-11.621,0.6657,-78.877,59.996,-0.0011
130.83,8.0604,-11.621,0.6657,-78.877,59.996,-0.0014
130.87,8.0604,-11.621,0.6657,-78.877,59.996,-0.0011
130.9,8.0604,-11.621,0.6657,-78.877,59.996,-0.0011
130.93,8.0604,-11.621,0.6657,-78.877,59.995,-0.0013
130.97,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.03,8.0604,-11.621,0.6657,-78.877,59.995,-0.0013
131.07,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.1,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.13,8.0604,-11.621,0.6657,-78.877,59.995,-0.0012
131.17,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.2,8.0604,-11.621,0.6657,-78.877,59.995,-0.0009
131.23,8.0604,-11.621,0.6657,-78.877,59.995,-0.0011
131.27,8.0604,-11.621,0.6657,-78.877,59.995,-0.0009
131.3,8.0604,-11.621,0.6657,-78.877,59.995,-0.0008
131.33,8.0604,-11.621,0.6657,-78.877,59.995,-0.0011
131.37,8.0604,-11.621,0.6657,-78.877,59.995,-0.0009
131.4,8.0604,-11.621,0.6657,-78.877,59.995,-0.0008
131.43,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.47,8.0604,-11.621,0.6657,-78.877,59.995,-0.0008
131.5,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
131.53,8.0604,-11.621,0.6657,-78.877,59.995,-0.001
131.57,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
131.6,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
131.63,8.0604,-11.621,0.6657,-78.877,59.995,-0.0009
131.67,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
131.7,8.0604,-11.621,0.6657,-78.877,59.995,-0.0006
131.73,8.0604,-11.621,0.6657,-78.877,59.995,-0.0009
131.77,8.0604,-11.621,0.6657,-78.877,59.995,-0.0006
131.8,8.0604,-11.621,0.6657,-78.877,59.995,-0.0006
131.83,8.0604,-11.621,0.6657,-78.877,59.995,-0.0008
131.87,8.0604,-11.621,0.6657,-78.877,59.995,-0.0005
131.9,8.0604,-11.621,0.6657,-78.877,59.995,-0.0005
131.93,8.0604,-11.621,0.6657,-78.877,59.995,-0.0008
131.97,8.0604,-11.621,0.6657,-78.877,59.995,-0.0005
132,8.0604,-11.621,0.6657,-78.877,59.995,-0.0004
132.03,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
132.07,8.0604,-11.621,0.6657,-78.877,59.995,-0.0005
132.1,8.0604,-11.621,0.6657,-78.877,59.995,-0.0004
132.13,8.0604,-11.621,0.6657,-78.877,59.995,-0.0007
132.17,8.0604,-11.621,0.6657,-78.877,59.995,-0.0004
132.2,7.9878,-11.512,0.702,-79.382,59.996,-1.038
132.23,7.9775,-11.524,0.7042,-79.555,59.998,-0.0398
132.27,7.9779,-11.521,0.7043,-79.553,59.997,0.0003
132.3,7.9802,-11.519,0.7045,-79.556,59.997,0.0113
132.33,7.9839,-11.516,0.7047,-79.561,59.998,0.0138
132.37,7.9883,-11.514,0.7051,-79.569,59.998,0.0141
132.4,7.9929,-11.512,0.7054,-79.577,59.999,0.0133
132.43,7.9972,-11.51,0.7058,-79.584,59.999,0.0121
132.47,8.0006,-11.509,0.706,-79.591,60,0.0115
132.5,8.0028,-11.508,0.7062,-79.595,60,0.011
132.53,8.0036,-11.508,0.7062,-79.597,60,0.0107
132.57,8.0031,-11.508,0.7062,-79.596,60.001,0.0112
132.6,8.0013,-11.509,0.706,-79.594,60.001,0.012
132.63,7.9986,-11.51,0.7058,-79.589,60.002,0.0128
132.67,7.9953,-11.512,0.7056,-79.584,60.002,0.0142
132.7,7.9919,-11.514,0.7053,-79.578,60.002,0.0155
132.73,7.9887,-11.515,0.7051,-79.573,60.003,0.0165
132.77,7.9862,-11.517,0.7049,-79.569,60.004,0.0177
132.8,7.9846,-11.518,0.7048,-79.566,60.004,0.0184
132.83,7.984,-11.519,0.7047,-79.565,60.005,0.0185
132.87,7.9844,-11.52,0.7048,-79.567,60.005,0.0186
132.9,7.9858,-11.52,0.7049,-79.569,60.006,0.0181
132.93,7.9879,-11.52,0.705,-79.573,60.007,0.017
132.97,7.9904,-11.52,0.7052,-79.578,60.007,0.0161
133,7.993,-11.519,0.7054,-79.583,60.008,0.0149
133.03,7.9954,-11.518,0.7056,-79.587,60.008,0.0135
133.07,7.9973,-11.517,0.7057,-79.591,60.008,0.0126
133.1,7.9986,-11.516,0.7058,-79.593,60.009,0.0118
133.13,7.9992,-11.515,0.7059,-79.594,60.009,0.011
133.17,7.9989,-11.514,0.7058,-79.593,60.01,0.0109
133.2,7.998,-11.514,0.7058,-79.591,60.01,0.011
133.23,7.9965,-11.514,0.7056,-79.589,60.01,0.0112
133.27,7.9947,-11.515,0.7055,-79.585,60.011,0.0119
133.3,7.9929,-11.515,0.7054,-79.582,60.011,0.0127
133.33,7.9911,-11.516,0.7052,-79.579,60.012,0.0132
133.37,7.9898,-11.517,0.7051,-79.577,60.012,0.0141
133.4,7.9889,-11.518,0.7051,-79.576,60.013,0.0146
133.43,7.9885,-11.52,0.705,-79.576,60.013,0.0148
133.47,7.9888,-11.52,0.7051,-79.577,60.014,0.0151
133.5,7.9896,-11.521,0.7051,-79.579,60.014,0.0149
133.53,7.9907,-11.521,0.7052,-79.581,60.014,0.0143
133.57,7.9921,-11.521,0.7053,-79.584,60.015,0.0139
133.6,7.9936,-11.521,0.7054,-79.587,60.016,0.0132
133.63,7.9949,-11.521,0.7055,-79.59,60.016,0.0123
133.67,7.9961,-11.521,0.7056,-79.592,60.016,0.0117
133.7,7.9968,-11.52,0.7057,-79.593,60.017,0.0111
133.73,7.9971,-11.52,0.7057,-79.594,60.017,0.0104
133.77,7.997,-11.519,0.7057,-79.594,60.017,0.0103
133.8,7.9966,-11.519,0.7056,-79.593,60.018,0.0102
133.83,7.9958,-11.519,0.7056,-79.591,60.018,0.01
133.87,7.9948,-11.519,0.7055,-79.589,60.018,0.0104
133.9,7.9938,-11.519,0.7054,-79.588,60.019,0.0107
133.93,7.9929,-11.52,0.7053,-79.586,60.019,0.0108
133.97,7.9921,-11.52,0.7053,-79.585,60.02,0.0113
134,7.9917,-11.521,0.7052,-79.584,60.02,0.0116
134.03,7.9915,-11.522,0.7052,-79.584,60.02,0.0116
134.07,7.9916,-11.522,0.7052,-79.585,60.021,0.0118
134.1,7.992,-11.523,0.7053,-79.586,60.021,0.0117
134.13,7.9927,-11.523,0.7053,-79.587,60.021,0.0113
134.17,7.9935,-11.523,0.7054,-79.589,60.022,0.0111
134.2,7.9943,-11.524,0.7054,-79.591,60.022,0.0107
134.23,7.9951,-11.524,0.7055,-79.593,60.023,0.0101
134.27,7.9957,-11.523,0.7055,-79.594,60.023,0.0098
134.3,7.9962,-11.523,0.7056,-79.595,60.023,0.0094
134.33,7.9964,-11.523,0.7056,-79.595,60.023,0.0089
134.37,7.9963,-11.523,0.7056,-79.595,60.024,0.0088
134.4,7.9961,-11.523,0.7056,-79.595,60.024,0.0087
134.43,7.9957,-11.523,0.7055,-79.594,60.024,0.0084
134.47,7.9952,-11.523,0.7055,-79.593,60.025,0.0086
134.5,7.9947,-11.523,0.7054,-79.592,60.025,0.0087
134.53,7.9941,-11.523,0.7054,-79.591,60.025,0.0086
134.57,7.9937,-11.523,0.7054,-79.591,60.026,0.0089
134.6,7.9935,-11.524,0.7053,-79.59,60.026,0.009
134.63,7.9934,-11.524,0.7053,-79.59,60.026,0.0088
134.67,7.9935,-11.524,0.7053,-79.591,60.026,0.0089
134.7,7.9937,-11.525,0.7054,-79.591,60.027,0.0089
134.73,7.9941,-11.525,0.7054,-79.592,60.027,0.0085
134.77,7.9945,-11.525,0.7054,-79.593,60.027,0.0084
134.8,7.995,-11.525,0.7054,-79.594,60.028,0.0082
134.83,7.9954,-11.525,0.7055,-79.595,60.028,0.0077
134.87,7.9958,-11.525,0.7055,-79.596,60.028,0.0075
134.9,7.9961,-11.525,0.7055,-79.597,60.028,0.0073
134.93,7.9962,-11.525,0.7055,-79.597,60.029,0.0069
134.97,7.9962,-11.525,0.7055,-79.597,60.029,0.0068
135,7.9961,-11.525,0.7055,-79.597,60.029,0.0067
135.03,7.9959,-11.525,0.7055,-79.596,60.029,0.0064
135.07,7.9956,-11.525,0.7055,-79.596,60.029,0.0065
135.1,7.9953,-11.525,0.7055,-79.596,60.03,0.0065
135.13,7.995,-11.526,0.7054,-79.595,60.03,0.0063
135.17,7.9948,-11.526,0.7054,-79.595,60.03,0.0065
135.2,7.9947,-11.526,0.7054,-79.595,60.03,0.0065
135.23,7.9946,-11.526,0.7054,-79.595,60.03,0.0063
135.27,7.9947,-11.526,0.7054,-79.595,60.031,0.0063
135.3,7.9948,-11.527,0.7054,-79.595,60.031,0.0063
135.33,7.995,-11.527,0.7054,-79.596,60.031,0.0059
135.37,7.9953,-11.527,0.7054,-79.596,60.031,0.0059
135.4,7.9956,-11.527,0.7055,-79.597,60.032,0.0057
135.43,7.9958,-11.527,0.7055,-79.598,60.032,0.0053
135.47,7.996,-11.527,0.7055,-79.598,60.032,0.0052
135.5,7.9962,-11.527,0.7055,-79.599,60.032,0.0051
135.53,7.9963,-11.527,0.7055,-79.599,60.032,0.0047
135.57,7.9963,-11.527,0.7055,-79.599,60.032,0.0047
135.6,7.9962,-11.527,0.7055,-79.599,60.032,0.0046
135.63,7.9961,-11.527,0.7055,-79.599,60.033,0.0043
135.67,7.996,-11.527,0.7055,-79.598,60.033,0.0043
135.7,7.9958,-11.527,0.7055,-79.598,60.033,0.0043
135.73,7.9957,-11.527,0.7055,-79.598,60.033,0.0041
135.77,7.9956,-11.528,0.7054,-79.598,60.033,0.0041
135.8,7.9955,-11.527,0.7054,-79.598,60.033,0.0041
135.83,7.9955,-11.528,0.7054,-79.598,60.033,0.0039
135.87,7.9955,-11.528,0.7054,-79.598,60.034,0.0039
135.9,7.9956,-11.528,0.7054,-79.598,60.034,0.0038
135.93,7.9957,-11.528,0.7055,-79.598,60.034,0.0036
135.97,7.9958,-11.528,0.7055,-79.599,60.034,0.0035
136,7.996,-11.528,0.7055,-79.599,60.034,0.0034
136.03,7.9961,-11.528,0.7055,-79.599,60.034,0.0031
136.07,7.9963,-11.528,0.7055,-79.6,60.034,0.003
136.1,7.9963,-11.528,0.7055,-79.6,60.034,0.0029
136.13,7.9964,-11.528,0.7055,-79.6,60.035,0.0025
136.17,7.9964,-11.528,0.7055,-79.6,60.035,0.0025
136.2,7.9964,-11.528,0.7055,-79.6,60.035,0.0024
136.23,7.9963,-11.528,0.7055,-79.6,60.035,0.0022
136.27,7.9963,-11.528,0.7055,-79.6,60.035,0.0022
136.3,7.9962,-11.528,0.7055,-79.6,60.035,0.0021
136.33,7.9961,-11.529,0.7055,-79.6,60.035,0.0019
136.37,7.996,-11.528,0.7055,-79.599,60.035,0.0019
136.4,7.996,-11.529,0.7055,-79.599,60.035,0.0019
136.43,7.996,-11.529,0.7055,-79.599,60.035,0.0016
136.47,7.996,-11.529,0.7055,-79.6,60.035,0.0017
136.5,7.9961,-11.529,0.7055,-79.6,60.035,0.0016
136.53,7.9961,-11.529,0.7055,-79.6,60.035,0.0014
136.57,7.9962,-11.529,0.7055,-79.6,60.035,0.0013
136.6,7.9963,-11.529,0.7055,-79.6,60.035,0.0012
136.63,7.9964,-11.529,0.7055,-79.6,60.035,0.0009
136.67,7.9964,-11.529,0.7055,-79.601,60.035,0.0008
136.7,7.9965,-11.529,0.7055,-79.601,60.035,0.0008
136.73,7.9965,-11.529,0.7055,-79.601,60.035,0.0005
136.77,7.9965,-11.529,0.7055,-79.601,60.035,0.0005
136.8,7.9965,-11.529,0.7055,-79.601,60.035,0.0004
136.83,7.9965,-11.529,0.7055,-79.601,60.035,0.0002
136.87,7.9964,-11.529,0.7055,-79.601,60.035,0.0002
136.9,7.9964,-11.529,0.7055,-79.6,60.035,0.0001
136.93,7.9964,-11.529,0.7055,-79.6,60.035,-0.0001
136.97,7.9963,-11.529,0.7055,-79.6,60.035,-0.0001
137,7.9963,-11.529,0.7055,-79.6,60.035,-0.0001
137.03,7.9963,-11.529,0.7055,-79.6,60.035,-0.0004
137.07,7.9963,-11.529,0.7055,-79.6,60.035,-0.0004
137.1,7.9963,-11.529,0.7055,-79.6,60.035,-0.0004
137.13,7.9964,-11.529,0.7055,-79.6,60.035,-0.0007
137.17,7.9964,-11.529,0.7055,-79.601,60.035,-0.0007
137.2,7.9965,-11.529,0.7055,-79.601,60.035,-0.0007
137.23,7.9965,-11.529,0.7055,-79.601,60.035,-0.001
137.27,7.9965,-11.529,0.7055,-79.601,60.035,-0.001
137.3,7.9966,-11.529,0.7055,-79.601,60.035,-0.0011
137.33,7.9966,-11.529,0.7055,-79.601,60.035,-0.0014
137.37,7.9966,-11.529,0.7055,-79.601,60.035,-0.0014
137.4,7.9966,-11.529,0.7055,-79.601,60.035,-0.0014
137.43,7.9966,-11.529,0.7055,-79.601,60.035,-0.0017
137.47,7.9965,-11.529,0.7055,-79.601,60.035,-0.0017
137.5,7.9965,-11.529,0.7055,-79.601,60.035,-0.0017
137.53,7.9965,-11.529,0.7055,-79.601,60.035,-0.0019
137.57,7.9965,-11.529,0.7055,-79.6,60.035,-0.0019
137.6,7.9965,-11.529,0.7055,-79.6,60.035,-0.0019
137.63,7.9965,-11.529,0.7055,-79.6,60.035,-0.0022
